Name ,x,y,Type,WRSE-Ref,Zone generic,Company,WRZ,Earliest Start Year,Year Activated,Asset life,DO,Demand flow,Demand + THR flow,DI,THR,Loss,Financial cost,Financial cost accrued,Financial vopex,Financial vopex accrued,EnvSoc cost,EnvSoc cost accrued,EnvSoc vopex,EnvSoc vopex accrued,OneOff cost,OneOff cost accrued,Carbon const,Carbon capital cost accrued,Carbon fopex,Carbon fopex cost accrued,Carbon vopex,Carbon vopex cost accrued,OneOff carbon,OneOff carbon cost accrued,Ratchet,ExDO VOPEX (p/m3),Percentage of ExDO VOPEX (calc),Percentage of ExDO VOPEX (round upto 5%),Description
ExDO01a,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1316_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1317_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1318_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1319_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1320_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1321_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1322_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1323_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1324_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1325_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1326_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1327_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1328_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1329_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1330_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1331_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1332_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1333_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1334_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1335_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1336_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
WEF1337_ph2b,(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),(Projection; WGS84) (Accuracy; < 10m) (Source; Water company),,(Format; Company-Type-Zone-UniqueID),(Description; Zone name used for reporting),,(Description; Zone name with 3 letter code),(Description; Assigned by water companies),,,(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; GAMS model),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; DYAA|DYCP|MDO|NYAA) (Source; WRMP),(Column description; Capex | Fopex) (Description; Potential annuity for financial capex and fopex),(Column description; Capex | Fopex) (Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for financial vopex),(Column description; Vopex)(Description; Realised annuity for financial capex and fopex),(Description; Potential annuity for environmental and social capex and fopex),(Column description; Capex | Fopex)  (Description; Realised annuity for environmental and social capex and fopex),(Description; Potential annuity for environmental and social vopex),(Column description; Vopex) (Description; Realised annuity for environmental and social capex and fopex),,,,,,,,,,,,,,,
