PRMName,Name,x,y,Type,Type_ID,InitialStorage,InitialStorageMID,InitialStorageMID_text,AreaCapFactor,AreaCapFactorMID,AreaCapFactorMID_text,EndingStorage,EndingStorageMID,EndingStorageMID_text,EndingStorageMethod,EvaporationRatePathname,EvaporationRatePathnameMID,EvaporationRatePathnameMID_text,ElevationAreaCapacityPathname,ElevationAreaCapacityPathnameMID,ElevationAreaCapacityPathnameMID_text,AuthorID,AuthorName_text,Categories,Categories_text,Description
Eagle Pumping Plant,Eagle PMP,-12852105.34,4003252.837,Pump Plant Node,14,,,,,,,,,,,,,,,,,14,Randy Ritzema,5,,Formerly part of Colorado Pumping Plant - second pumping station along CRA
EdmonstonPMP,EdmonsPMP,-13227641.99,4156405.488,Pump Plant Node,14,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Edmonston Pumping Plant
ERes: Central MWD,ERes: CMWD,-13120418.92,4033419.577,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,DAU's 87 89 90 92 96 114 and part of 100; External residential and landscape use
ERes: Contra Costa,ERES CC,-13560264.66,4558081.898,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Exterior Urban Residential Part of DAU 46 and all of 192
ERes: EBMUD,ERES EBMUD,-13594092.16,4553326.765,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,EBMUD exterior urban demand Parts of DAU 46 & 47
ERES: E&W MWD,ERES EWMWD,-13036848.72,3990956.003,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Exterior residential demand for eastern & western municipal water districts
ERes: Napa-Solano,ERES NAPA,-13591979.75,4624020.612,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,Exterior Urban Residential includes Napa & Solano Co. M&I surface water demand (DAU 191; 40 ; 41).
ERes: San Diego,ERes:SDWD,-12987005.62,3901357.811,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 120; & 350-352 Exterior Residential/landscape demand
ERes: San Francisco,ERES SF,-13616840.23,4524765.279,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,Exterior Urban Residential includes all of DAU 43
ERes: SBV,ERes: SBV,-13060629.2,4056270.349,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 308 & part of 100 - Urban Demand for Exterior Res/landscape
ERes: SCV,ERes: SCV,-13564648.51,4503579.613,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Exterior Urban Residential this includes Santa Clara Valley WD; ACWD; and Alameda Zone 7 (All of DAU 44; 45 ; 62; plus part of DAU 47)
ERes: Ventura,ERes:VENT,-13251608.23,4086189.607,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,DAU 81 - exterior residential/landscape use
Ext: Antelope,EXT AV,-13122437.78,4198785.944,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 299-307; Exterior Res/Landscape
Ext: Bakersfield,EXT BAKER,-13261996.9,4203486.53,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 254  exterior urban flows
Ext: Blythe,EXT Blythe,-12795364.37,4021492.628,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 333-347 Interior Res/Landscape
Ext: Castaic,EXT CLWA,-13191355.48,4100536.478,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 83 Exterior Res/Landscape demand
Ext: CityofFresno,EXT FRESN,-13338264.09,4404663.136,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 233  Exterior Urban Residential
Ext: Coachella,EXT COACH,-12941288.16,3994740.636,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 348; 349 Exterior Res/Landscape
Ext: CVPM10,EXT CVPM10,-13454540.91,4455513.446,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 216; exterior
Ext: CVPM11,EXT CVPM11,-13471808.19,4541584.045,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 205 & 206; exterior
Ext: CVPM12,EXT CVPM12,-13458558.8,4510057.877,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 208; exterior
Ext: CVPM13,EXT CVPM13,-13397139.42,4459084.67,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 210 & 213; exterior
Ext: CVPM14,Ext CVPM14,-13384162.82,4345827.526,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 244 & 245; exterior
Ext: CVPM15,EXT CVPM15,-13340875.62,4338746.591,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 238; 235; 237; 241; & 246; exterior
Ext: CVPM17,EXT CVPM17,-13303021.35,4380627.653,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 236; 239 & 240; includes cities of Sanger; Selma; Reedley; and Dinuba; exterior
Ext: CVPM18,EXT CVPM18,-13278063.68,4317690.606,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 242 & 243; includes cities of Visalia and Tulare; exterior
Ext: CVPM19,Ext CVPM19,-13316074.81,4232886.193,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 255; 259 & 260; exterior
Ext: CVPM20,EXT CVPM20,-13259618.61,4248736.596,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 256 & 257; includes cities of Delano and Wasco; exterior
Ext: CVPM21,EXT CVPM21,-13243949.28,4178383,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 258 and 26; exterior
Ext: CVPM2,EXT CVPM2,-13616899.83,4862990.293,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,Exterior Urban demand node for 100% of DAU 142
Ext: CVPM3,EXT CVPM3,-13601833.18,4759079.604,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 163; exterior
Ext: CVPM4,EXT CVPM4,-13572928.68,4735261.576,Agricultural Demand Node,10,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 164; exterior
Ext: CVPM5,EXT CVPM5,-13543328.5,4768931.045,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,17% of DAU 159 & 168; 100% of 166 & 171; exterior
Ext: CVPM6,EXT CVPM6,-13586564.06,4639500.04,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 162; 9% of DAU 191; 40 & 41; exterior
Ext: CVPM8,EXT CVPM8,-13491489.42,4633259.888,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU 180; exterior
Ext: CVPM9,EXT CVPM9,-13522997.62,4570402.521,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,100% of DAU185; exterior
Ext: El Centro et al,EXT El Cen,-12852881.96,3896916.773,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 353-357 Exterior Res/Landscape demand
Ext: Mojave,EXT MR,-12932432.57,4120535.297,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,DAU 308-332 Exterior Res/Landscape Demand
Ext: Redding,EXTRedding,-13621335.1,4933974.05,Urban Demand Node,11,,,,,,,,,,,,,,,,,6,Jay Lund,,,Redding Area demand is a  time series of monthly withdrawals from Shasta for surface water demand (DAU 141; 143.)
Ext: Sacramento,EXT SAC,-13463828.75,4692369.526,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Includes Placerville and Auburn (DAU 158; 161; 172; 173; 186).
Ext: SB-SLO,EXT SB-SLO,-13377431.48,4137273.211,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Urban exterior Only the SWP Imports are modeled (DAU 67; 68; 71; 74; 75)
Ext: Stockton,EXT STOCK,-13485175.91,4587568.623,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Exterior urban return flows
Ext: Yuba,EXT YUBA,-13541856.8,4765774.234,Urban Demand Node,11,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Exterior demand for Yuba City et al. Includes Yuba City and parts of Butte Co. but not Plumas Co. surface water demand (DAU 159; 168)
Gianelli PMP,GianPMP,-13489811.31,4447744.528,Pump Plant Node,14,,,,,,,,,,,,,,,,,8,Brian Van Lienden,3,,Gianelli Pumping Plant
Gianelli PWP,GianelPWP,-13478115.33,4448641.643,Power Plant Node,15,,,,,,,,,,,,,,,,,13,Stacy Tanaka,3,,Gianelli Power Plant
GW-10,GW-10,-13454540.91,4455513.446,Groundwater Storage Node,8,90210,824,See groundwater modeling approach in Appendix J of August 1999 CALVIN report.,0,,,87055,825,Ending storage can be set to initial storage for alternative model runs (see source file for initial storage calcs).  Target values were used in early CALVIN runs for debugging infeasibilities.  For A02C11; ending GW storage was set equal to the values in A03C46 (Base Case run) for comparison (RR)..,1,,,,,,,6,Jay Lund,3,,Central Valley groundwater basin
GW-11,GW-11,-13460624.59,4541662.367,Groundwater Storage Node,8,58838,828,See groundwater modeling approach in Appendix J of August 1999 CALVIN report.,0,,,58246,829,Ending storage can be set to initial storage for alternative model runs (see source file for initial storage calcs).  Target values were used in early CALVIN runs for debugging infeasibilities.  For A02C11; ending GW storage was set equal to the values in A03C46 (Base Case run) for comparison (RR).,1,,,,,,,6,Jay Lund,3,,Central Valley groundwater basin
GW-12,GW-12,-13443370.31,4512372.71,Groundwater Storage Node,8,42602,832,See groundwater modeling approach in Appendix J of August 1999 CALVIN report.,0,,,40865,833,Ending storage can be set to initial storage for alternative model runs (see source file for initial storage calcs).  Target values were used in early CALVIN runs for debugging infeasibilities.  For A02C11; ending GW storage was set equal to the values in A03C46 (Base Case run) for comparison (RR).,1,,,,,,,6,Jay Lund,3,,Central Valley groundwater basin
GW-13,GW-13,-13394126.75,4457436.457,Groundwater Storage Node,8,138216,836,See groundwater modeling approach in Appendix J of August 1999 CALVIN report.,0,,,128560,837,Ending storage can be set to initial storage for alternative model runs (see source file for initial storage calcs).  Target values were used in early CALVIN runs for debugging infeasibilities.  For A02C11; ending GW storage was set equal to the values in A03C46 (Base Case run) for comparison (RR).,1,,,,,,,6,Jay Lund,3,,Central Valley groundwater basin
GW-14,GW-14,-13382771.36,4342963.087,Groundwater Storage Node,8,178840,840,MDDxx,0,,,172009,841,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-15,GW-15,-13340875.62,4338746.591,Groundwater Storage Node,8,309643,844,MDDxx,0,,,306666,845,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-16,GW-16,-13335580.14,4406674.287,Groundwater Storage Node,8,64696,848,MDDxx,0,,,64438,849,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-17,GW-17,-13303021.35,4380627.653,Groundwater Storage Node,8,97214,852,MDDxx,0,,,93653,853,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-18,GW-18,-13278063.68,4317690.606,Groundwater Storage Node,8,321375,856,MDDxx,0,,,321375,857,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-19,GW-19,-13316074.81,4232886.193,Groundwater Storage Node,8,141750,860,MDDxx,0,,,128223,861,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-1,GW-1,-13621335.1,4933974.05,Groundwater Storage Node,8,38447,1,MDDxx,0,,,39437,2,MDDxx,1,,,,,,,6,Jay Lund,1,,Central Valley groundwater basin
GW-20,GW-20,-13259618.61,4248736.596,Groundwater Storage Node,8,137073,864,MDDxx,0,,,125136,865,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-21,GW-21,-13252377.37,4190118.178,Groundwater Storage Node,8,341142,868,MDDxx,0,,,324302,869,MDDxx,1,,,,,,,6,Jay Lund,4,,Central Valley groundwater basin
GW-2,GW-2,-13607102.42,4861232.858,Groundwater Storage Node,8,136494,5,MDDxx,0,,,136494,6,07242012 - changed from original C2VSIM results to reflect no accumulation of groundwater in CVHM (which shows overdraft) and likely actual physical conditions.,1,,,,,,,6,Jay Lund,1,,Central Valley groundwater basin
GW-3,GW-3,-13601833.18,4759079.604,Groundwater Storage Node,8,132687,9,MDDxx,0,,,131748,10,MDDxx,1,,,,,,,6,Jay Lund,1,,Central Valley groundwater basin
GW-4,GW-4,-13568802.78,4742953.183,Groundwater Storage Node,8,60728,13,MDDxx,0,,,60508,14,MDDxx,1,,,,,,,6,Jay Lund,1,,Central Valley groundwater basin
GW-5,GW-5,-13545175.96,4767896.258,Groundwater Storage Node,8,91113,17,MDDxx,0,,,90457,18,Alternative 1a run (A02B22) to see difference that occurs by constraining GW ending storage to ending value from Calibrated base case (A03B27) - MJ 09/28/00,1,,,,,,,6,Jay Lund,2,,Central Valley groundwater basin
GW-6,GW-6,-13570646.44,4656086.256,Groundwater Storage Node,8,174968,21,MDDxx,0,,,175275,22,Alternative 1a run (A02B22) to see difference that occurs by constraining GW ending storage to ending value from Calibrated base case (A03B27) - MJ 09/28/00,1,,,,,,,6,Jay Lund,2,,Central Valley groundwater basin
GW-7,GW-7,-13513555.09,4689427.819,Groundwater Storage Node,8,56539,25,MDDxx,0,,,51210,26,Alternative 1a run (A02B22) to see difference that occurs by constraining GW ending storage to ending value from Calibrated base case (A03B27) - MJ 09/28/00,1,,,,,,,6,Jay Lund,2,,Central Valley groundwater basin
GW-8,GW-8,-13481411.01,4606531.74,Groundwater Storage Node,8,190665,29,MDDxx,0,,,182829,30,Alternative 1a run (A02B22) to see difference that occurs by constraining GW ending storage to ending value from Calibrated base case (A03B27) - MJ 09/28/00,1,,,,,,,6,Jay Lund,2,,Central Valley groundwater basin
GW-9,GW-9,-13529379.6,4591964.393,Groundwater Storage Node,8,139472,33,MDDxx,0,,,139843,34,Alternative 1a run (A02B22) to see difference that occurs by constraining GW ending storage to ending value from Calibrated base case (A03B27) - MJ 09/28/00,1,,,,,,,6,Jay Lund,2,,Central Valley groundwater basin
GW-AV,GW-AV,-13146331.27,4137336.354,Groundwater Storage Node,8,20000,872,0,0,,,20000,873,MDDxx,1,,,,,,,6,Jay Lund,,,Antelope Valley Groundwater
GW-CH,GW-CH,-12949176.66,3994084.85,Groundwater Storage Node,8,3500,879,Initial storage = Ending storage = 3.5 MAF (0.5 MAF of potetial storage capacity for MWD; MWD2002),0,,,3500,880,Initial storage = Ending storage = 3.5 MAF (0.5 MAF of potetial storage capacity for MWD; MWD2002),1,,,,,,,13,Stacy Tanaka,,,Coachella Valley Groundwater
GW-EW,GW-EW,-13036848.72,3990956.003,Groundwater Storage Node,8,7000,,,0,,,7000,,,1,,,,,,,6,Jay Lund,,,E&W MWD groundwater basin
GW-HF,GW-HF,-12888250.76,3981768.462,Groundwater Storage Node,8,250,,,0,,,250,883,Ending storage assumed to be equal to 150 TAF/Y; which is the supply capability estimated by MWD for multiple-dry years (and 1993 is one). Set to intial storage for the run where this groundwater basin is not in use.,1,,,,,,,13,Stacy Tanaka,5,,Hayfield Storage Basin
GW-IM,GW-IM,-12849373.43,3881080.282,Groundwater Storage Node,8,930,885,Imperial County (1996) lists mostly unusable groundwater storage--  the current amount represented is misleading; even though its not used because there is no Imperial groundwater recharge/pumping represented in CALVIN,0,,,930,886,MDDxx,1,,,,,,,6,Jay Lund,,,Imperial Valley Groundwater
GW-KRN,GW-KRN,-13281175.32,4219864.31,Groundwater Storage Node,8,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,5,,Extra groundwater storage for SWP beyond the Tehachapi mountains - Kern-Delta; Arvin-Edison; & Semitropic Projects
GW-MJ,GW-MJ,-13038361.97,4121411.188,Groundwater Storage Node,8,2580,890,Available Storage: 1.79 MAF (AGWA; 2000). Initial and ending storage: 4.37 - 1.79 =  2.58 MAF ,0,,,2580,891,Available Storage: 1.79 MAF (AGWA; 2000). Initial and ending storage: 4.37 - 1.79 =  2.58 MAF ,1,,,,,,,6,Jay Lund,,,Mojave River Valley Groundwater
GW-MWD,GW-MWD,-13094163.95,3994345.339,Groundwater Storage Node,8,750,894,Estimated current conjunctive use storage,0,,,750,895,MDDxx,1,,,,,,,6,Jay Lund,,,Additional empty GW Capacity in MWD Service Area
GW-OW,GW-OW,-13156681.97,4426883.423,Groundwater Storage Node,8,30000,898,0,0,,,30000,899,equals initial storage,1,,,,,,,1,Matthew Davis,,,Owens Valley
GW-SBV,GW-SBV,-13075696.66,4039721.184,Groundwater Storage Node,8,2500,,,0,,,2500,,,1,,,,,,,6,Jay Lund,,,SBV groundwater
GW-SC,GW-SC,-13462045,4355781.669,Groundwater Storage Node,8,425,902,For groundwater modeling approach; refer to Appendix J of the August 1999 CALVIN report.,0,,,425,903,Ending storage can be set to initial storage for alternative model runs.,1,,,,,,,1,Matthew Davis,3,,Santa Clara groundwater basin
GW-SD,GW-SD,-13017868.11,3876935.575,Groundwater Storage Node,8,7000,,,0,,,7000,,,1,,,,,,,6,Jay Lund,,,San Diego groundwater
GW-VC,GW-VC,-12995462.97,4158188.259,Groundwater Storage Node,8,275,2499,Made up number,0,,,275,,,1,,,,,,,6,Jay Lund,,,Ventura County Groundwater
HAR13,HAR13,-13396114.21,4485829.353,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial Recharge to subregion 13 from Chowchilla R riparian
HAR15,HAR15,-13332605.01,4340469.251,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial recharge node to GW-15
HAR16,HAR16,-13306573.63,4378180.555,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial recharge node
HAR17,HAR17,-13302343.42,4375877.552,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial recharge node for subregion 17
HAR18,HAR18,-13277395.72,4303531.101,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial recharge node
HAR19,HAR19,-13289849,4236773.049,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artifical recharge node for subregion 19
HAR20,HAR20,-13254939.54,4230245.044,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial Recharge node
HAR21,HAR21,-13256526.24,4238148.772,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Artificial recharge node
HARUC124,HARUC124,-13009400.62,4112651.257,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Hidden node for artificial groundwater recharge
HARUC145,HARUC145,-12938742.54,3989536.105,Junction Node,9,,,,,,,,,,,,,,,,,13,Stacy Tanaka,,,Hidden node for artifical recharge of groundwater
HARUC158,HARUC158,-12947445.12,3992833.111,Junction Node,9,,,,,,,,,,,,,,,,,13,Stacy Tanaka,,,Hidden node for artificial groundwater recharge
HGD10,HGD10,-13456024.88,4455605.17,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,3,,Hidden groundwater calibration node
HGD11,HGD11,-13463983.24,4541570.192,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,3,,Hidden groundwater calibration node
HGD12,HGD12,-13448826.3,4511576.797,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,3,,Hidden groundwater calibration node
HGD13,HGD13,-13386240.06,4458157.37,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,3,,Hidden groundwater calibration node
HGD14,HGD14,-13383760.94,4347950.707,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD15,HGD15,-13340218.89,4335937.397,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD16,HGD16,-13328801.65,4407956.182,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD17,HGD17,-13298073.65,4389197.587,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD18,HGD18,-13269525.17,4319116.989,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD19,HGD19,-13306018.23,4227137.515,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD1,HGD1,-13619922.28,4935471.899,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,1,,Hidden groundwater calibration node
HGD20,HGD20,-13264644.05,4243453.933,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD21,HGD21,-13247092.74,4199132.201,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,4,,Hidden groundwater calibration node
HGD2,HGD2,-13611115.48,4860635.093,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,1,,Hidden groundwater calibration node
HGD3,HGD3,-13600308.78,4760347.925,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,1,,Hidden groundwater calibration node
HGD4,HGD4,-13569626.14,4736148.707,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,1,,Hidden groundwater calibration node
HGD5,HGD5,-13547200.49,4763335.925,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,2,,Hidden groundwater calibration node
HGD6,HGD6,-13581115.04,4643255.573,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,2,,Hidden groundwater calibration node
HGD7,HGD7,-13500373.69,4688000.245,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,2,,Hidden groundwater calibration node
HGD8,HGD8,-13473173.44,4624032.732,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,2,,Hidden groundwater calibration node
HGD9,HGD9,-13523326.2,4570207.107,Junction Node,9,,,,,,,,,,,,,,,,,7,Brad Newlin,2,,Hidden groundwater calibration node
HGP10,HGP10,-13449975.04,4434421.988,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-10
HGP11,HGP11,-13448191.2,4519121.431,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-11
HGP12,HGP12,-13435627.66,4493441.71,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-12
HGP13,HGP13,-13392221.11,4442326.382,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-13
HGP14,HGP14,-13399917.97,4341211.391,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-14
HGP15,HGP15,-13348169.31,4337533.999,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-15
HGP16,HGP16,-13334614.13,4396804.438,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-16
HGP17,HGP17,-13315057.82,4373771.419,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-17
HGP18,HGP18,-13280147.21,4318064.993,Junction Node,9,0,,,0,,,0,,,0,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-18
HGP19,HGP19,-13316710.24,4234312.383,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-19
HGP1,HGP1,-13631189.15,4940047.504,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-1
HGP20,HGP20,-13275186.4,4241980.999,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-20
HGP21,HGP21,-13260686.13,4200737.422,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for pumping calibration of GW-21
HGP2,HGP2,-13619490.57,4875631.278,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden calibration for GW-2
HGP3,HGP3,-13609948.01,4784704.905,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-3
HGP4,HGP4,-13589691.17,4777385.663,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-4
HGP5,HGP5,-13496976.88,4715641.837,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-5
HGP6,HGP6,-13586455.41,4655066.123,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-6
HGP7,HGP7,-13504603.87,4692519.353,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-7
HGP8,HGP8,-13490166.33,4651844.837,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-8
HGP9,HGP9,-13548328.29,4629846.697,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-9
HGU10,HGU10,-13456210.38,4455616.62,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-10
HGU11,HGU11,-13463516.11,4541657.435,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-11
HGU12,HGU12,-13447425.84,4511768.825,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-12
HGU13,HGU13,-13388246.82,4458095.805,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-13
HGU14,HGU14,-13383691.21,4346199.962,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-14
HGU15,HGU15,-13340169.9,4335159.834,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-15
HGU16,HGU16,-13337554.41,4407905.018,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-16
HGU17,HGU17,-13198313.18,4220134.254,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,CVPM17 Return Flow to GW
HGU18,HGU18,-13189255.75,4196620.627,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Node for RF from urban CVPM18
HGU19,HGU19,-13307611.72,4226488.787,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-19
HGU1,HGU1,-13618801.78,4932597.352,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration on GW-1
HGU20,HGU20,-13185844.02,4164162.818,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Return flow from urban CVPM20 to GW
HGU21,HGU21,-13252731.06,4195708.533,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-21
HGU2,HGU2,-13609984.47,4860267.228,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-2
HGU3,HGU3,-13600118.21,4760506.461,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-3
HGU4,HGU4,-13569041.35,4736579.899,Junction Node,9,,,,,,,,,,,,,,,,,6,Jay Lund,,,Hidden node for calibration of GW-4
