Name,From,To,Type,Type_ID,OriginNode,TerminalNode,Amplitude,AmplitudeMID,AmplitudeMID_text,Unit cost,CostMID,CostMID_text,CostMethod,CostMethod_text,LowerBound,LowerBoundMID,LowerBoundMID_text,UpperBound,UpperBoundMID,UpperBoundMID_text,LowerBoundMonthlyID,LowerBoundMonthlyMID,LowerBoundMonthlyMID_text,UpperBoundMonthlyID,UpperBoundMonthlyMID,UpperBoundMonthlyMID_text,ConstrainedFlowPathname,ConstrainedFlowPathnameMID,ConstrainedFlowPathnameMID_text,LowerBoundPathname,LowerBoundPathnameMID,LowerBoundPathnameMID_text,UpperBoundPathname,UpperBoundPathnameMID,UpperBoundPathnameMID_text,ConstraintMethod,ConstraintMethod_text,AuthorID,AuthorID_text,Categories,Boundary,Description
HGP3_Int: CVPM3,HGP3,INT CVPM3,Diversion,3,978,81,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-3_INT: CVPM3/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban pumping from GW-3 to CVPM3 interior
HGP4_C14,HGP4,C14,Diversion,3,979,8,1,,,9.329999924,,,2,Constant,0.100000001,,,109.1699982,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-4 to CVPM 4 Demand
HGP4_Ext: CVPM4,HGP4,EXT CVPM4,Diversion,3,979,939,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-4_EXT: CVPM4/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban pumping from GW-4 to CVPM4 exterior
HGP4_Int: CVPM4,HGP4,INT CVPM4,Diversion,3,979,84,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-4_INT: CVPM4/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban M&I pumping from GW4 to CVPM4 interior
HGP5_C26,HGP5,C26,Diversion,3,980,24,1,,,11.93000031,,,2,Constant,0.569999993,,,240.1399994,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-5 to CVPM 5 Demand
HGP5_Ext: CVPM5,HGP5,EXT CVPM5,Diversion,3,980,940,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-5_EXT: CVPM5/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban pumping from GW5 to CVPM5 exterior
HGP5_Int: CVPM5,HGP5,INT CVPM5,Diversion,3,980,87,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-5_INT: CVPM5/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban M&I pumping from GW-5 to CVPM5 interior
HGP5_T61,HGP5,T61YUBA,Diversion,3,980,289,1,,,74,,,2,Constant,0,,,0,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Diversions to Butte/Plumas/Yuba urban areas
HGP6_C17,HGP6,C17,Diversion,3,981,13,1,,,11.93000031,,,2,Constant,0,,,85.69999695,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-6 to CVPM 6 Demand
HGP6_Ext: CVPM6,HGP6,EXT CVPM6,Diversion,3,981,941,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-6_EXT: CVPM6/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban pumping from GW-6 to CVPM6 exterior
HGP6_Int: CVPM6,HGP6,INT CVPM6,Diversion,3,981,90,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-6_INT: CVPM6/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban M&I pumping from GW-6 to CVPM6 interior
HGP6_T14,HGP6,T14NAPA,Diversion,3,981,276,1,,,74,,,2,Constant,0,,,0.113300003,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,GW-6 to Urban (none; put in CVPM 6 Urban)
HGP7_C34,HGP7,C34,Diversion,3,971,45,1,,,23.06999969,,,2,Constant,0,,,120.5,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-7 to CVPM 7 Demand
HGP7_T4,HGP7,T4SAC,Diversion,3,971,284,1,,,84.36000061,731,MDDxx,2,Constant,0,,,31.29999924,732,Mimixxx,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,GW-7 to Sacramento
HGP8_C36,HGP8,C36,Diversion,3,972,47,1,,,31.88999939,,,2,Constant,0,,,185.6199951,,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-8 to CVPM 8 Demand
HGP8_T26,HGP8,T26STOC,Diversion,3,972,281,1,,,103.5999985,735,MDDxx,2,Constant,0,,,10,736,MDDxx,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,GW-8 to Stockton Urban
HGP8_T43,HGP8,T43GALT,Diversion,3,972,287,1,,,103.5999985,739,Groundwater pumping cost matching Stockton also a pumper from GW-8,1,None,0,,,3.40E+38,,,82,,,83,740,70% of full M&I; 30% returns to GW,/UCD CAP1/GW-8-CVPM8URB/FLOW_FXC//1MON//,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,22,0,M&I pumping demand to CVPM 8 urban representing Galt
HGP8_T4,HGP8,T4SAC,Diversion,3,972,284,1,,,81.40000153,737,MDDxx,2,Constant,0,,,17.5,738,Mimixxx,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,22,0,GW-8 to Sacramento
HGP9_C68,HGP9,C68,Diversion,3,982,59,1,,,11.93000031,,,2,Constant,0,,,50,2586,,,,,,,,,,,,,,,,,21,NoLowerBound+ConstantUpperBound,6,Jay Lund,,0,Agricultural groundwater pumping GW-9 to CVPM 9 Demand
HGP9_Ext: CVPM9,HGP9,EXT CVPM9,Diversion,3,982,943,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-9_EXT: CVPM9/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban pumping from GW-9 to CVPM9 exterior
HGP9_Int: CVPM9,HGP9,INT CVPM9,Diversion,3,982,98,1,,,0,,,1,None,0,,,0,,,,,,,,,/SOUTH UPDT/GW-9_INT: CVPM9/FLOW(KAF)//1MON/2050H POP 030911/,,,,,,,,,54,ConstrainedTimeSeries,6,Jay Lund,,0,Urban M&I pumping from GW9 to CVPM9 interior
HGU10_GW-10,HGU10,GW-10,Diversion,3,992,541,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU10_GW-10/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-10
HGU11_GW-11,HGU11,GW-11,Diversion,3,993,542,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU11_GW-11/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-11
HGU12_GW-12,HGU12,GW-12,Diversion,3,994,543,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU12_GW-12/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-12
HGU13_GW-13,HGU13,GW-13,Diversion,3,995,544,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU13_GW-13/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-13
HGU14_GW-14,HGU14,GW-14,Diversion,3,996,545,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU14_GW-14/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-14
HGU15_GW-15,HGU15,GW-15,Diversion,3,997,546,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU15_GW-15/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-15
HGU16_GW-16,HGU16,GW-16,Diversion,3,998,547,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU16_GW-16/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-16
HGU17_GW-17,HGU17,GW-17,Diversion,3,1009,548,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Return flow to GW from Urban CVPM 17
HGU18_GW-18,HGU18,GW-18,Diversion,3,1010,549,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Return flow to GW from urban CVPM18
HGU19_GW-19,HGU19,GW-19,Diversion,3,999,550,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU19_GW-19/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-19
HGU1_GW-1,HGU1,GW-1,Diversion,3,983,139,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU1_GW-1/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-1
HGU20_GW-20,HGU20,GW-20,Diversion,3,1011,551,1,,,0,,,1,None,0,,,0,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Return flow to GW
HGU21_GW-21,HGU21,GW-21,Diversion,3,1000,552,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU21_GW-21/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-21
HGU2_GW-2,HGU2,GW-2,Diversion,3,984,140,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU2_GW-2/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-2
HGU3_GW-3,HGU3,GW-3,Diversion,3,985,141,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU3_GW-3/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-3
HGU4_GW-4,HGU4,GW-4,Diversion,3,986,142,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU4_GW-4/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-4
HGU5_GW-5,HGU5,GW-5,Diversion,3,987,143,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU5_GW-5/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-5
HGU6_GW-6,HGU6,GW-6,Diversion,3,988,144,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU6_GW-6/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-6
HGU7_GW-7,HGU7,GW-7,Diversion,3,989,145,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU7_GW-7/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-7
HGU8_GW-8,HGU8,GW-8,Diversion,3,990,146,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU8_GW-8/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-8
HGU9_GW-9,HGU9,GW-9,Diversion,3,991,147,1,,,0,,,1,None,0,,,0,,,,,,,,,/GWUPD1/HGU9_GW-9/FLOW_FXC(KAF)//1MON/C2VSIM_FXDURBRECHARGE/,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,,0,Link from hidden node for calibration of GW-9
HSD10_D612,HSD10,D612,Diversion,3,579,435,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,33,0,Hidden surface water return flow calibration link
HSD11_D675,HSD11,D675,Diversion,3,580,458,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,33,0,Hidden surface water return flow calibration link
HSD12_D697,HSD12,D697,Diversion,3,581,469,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,33,0,Hidden surface water return flow calibration link
HSD13_D695,HSD13,D695,Diversion,3,582,468,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,33,0,Hidden surface water return flow calibration link
HSD14_D613,HSD14,D613,Diversion,3,583,436,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,44,0,Hidden surface water return flow calibration link
HSD15_C59,HSD15,C59,Diversion,3,584,361,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD16_C59,HSD16,C59,Diversion,3,585,361,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD17_C59,HSD17,C59,Diversion,3,586,361,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD18_C59,HSD18,C59,Diversion,3,587,361,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD19_C73,HSD19,C73,Diversion,3,588,371,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD1_C5,HSD1,C5,Diversion,3,157,56,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,11,0,Hidden surface water return flow calibration link
HSD20_C73,HSD20,C73,Diversion,3,589,371,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD21_C73,HSD21,C73,Diversion,3,590,371,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,44,0,Hidden surface water return flow calibration link
HSD2_C4,HSD2,C4,Diversion,3,158,51,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,11,0,Hidden surface water return flow calibration link
HSD3_C305,HSD3,C305,Diversion,3,159,33,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,11,0,Hidden surface water return flow calibration link
HSD4_D61,HSD4,D61,Diversion,3,160,126,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,11,0,Hidden surface water return flow calibration link
HSD5_C307,HSD5,C307,Diversion,3,161,35,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,22,0,Hidden surface water return flow calibration link
HSD6_C18,HSD6,C18,Diversion,3,162,15,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,22,0,Hidden surface water return flow calibration link
HSD7_C7,HSD7,C7,Diversion,3,163,61,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,22,0,Hidden surface water return flow calibration link
HSD8_D517,HSD8,D517,Diversion,3,164,116,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,22,0,Hidden surface water return flow calibration link
HSD9_D509,HSD9,D509,Diversion,3,165,112,1,,,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,7,Brad Newlin,22,0,Hidden surface water return flow calibration link
HSU10C10_C84,HSU10C10,C84,Diversion,3,591,376,0.850000024,1569,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Joaquin River riparian diversions
HSU10C30_C84,HSU10C30,C84,Diversion,3,592,376,0.930000007,1570,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Delta Mendota Canal deliveries to CVPM 10
HSU10C85_C84,HSU10C85,C84,Diversion,3,593,376,0.930000007,1571,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Luis Canal deliveries to CVPM10
HSU10D731_C84,HSU10D731,C84,Diversion,3,594,376,0.850000024,1572,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Mendota Pool deliveries to CVPM 10
HSU10D803_C84,HSU10D803,C84,Diversion,3,595,376,0.879999995,1573,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,California Aqueduct deliveries to Oak Flat WD; CVPM 10
HSU11D16_C172,HSU11D16,C172,Diversion,3,596,335,0.819999993,1393,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Oakdale and South San Joaquin canal diversion from Stanislaus River to CVPM11
HSU11D662_C172,HSU11D662,C172,Diversion,3,597,335,0.819999993,1394,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Modesto canal diversions from Tuolumne River to CVPM11
HSU11D664_C172,HSU11D664,C172,Diversion,3,598,335,0.819999993,1395,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Tuolumne River riparian diversions to CVPM11
HSU11D672_C172,HSU11D672,C172,Diversion,3,599,335,0.819999993,1396,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Stanislaus River riparian diversions to CVPM11
HSU11D689_C172,HSU11D689,C172,Diversion,3,600,335,0.819999993,1397,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Joaquin River riparian diversions to CVPM 11
HSU12D645_C45,HSU12D645,C45,Diversion,3,601,346,0.819999993,1442,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Merced ID supply from Merced River via Northside canal
HSU12D649_C45,HSU12D649,C45,Diversion,3,602,346,0.819999993,1443,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Merced River right bank riparian diversions
HSU12D662_C45,HSU12D662,C45,Diversion,3,603,346,0.819999993,1444,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Turlock canal diversions from Tuolumne River to CVPM12
HSU12D664_C45,HSU12D664,C45,Diversion,3,604,346,0.819999993,1445,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Tuolumne River left bank riparian diversions
HSU12D699_C45,HSU12D699,C45,Diversion,3,605,346,0.819999993,1446,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Joaquin River riparian diversions to CVPM 12
HSU13C72_C46,HSU13C72,C46,Diversion,3,606,347,0.879999995,1451,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Madera Canal delivery to CVPM 13
HSU13D606_C46,HSU13D606,C46,Diversion,3,607,347,0.939999998,1452,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Joaquin River right bank riparian diversions between Friant dam and Gravelly Ford CVPM 13
HSU13D624_C46,HSU13D624,C46,Diversion,3,608,347,0.819999993,1453,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Fresno River diversions to CVPM13
HSU13D634_C46,HSU13D634,C46,Diversion,3,609,347,0.819999993,1454,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Chowchilla River diversions to CVPM13
HSU13D645_C46,HSU13D645,C46,Diversion,3,610,347,0.819999993,1455,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Merced ID North Side & Main Canals diversions from Merced River
HSU13D649_C46,HSU13D649,C46,Diversion,3,611,347,0.819999993,1456,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,Merced River riparian diversions to CVPM13
HSU13D694_C46,HSU13D694,C46,Diversion,3,612,347,0.819999993,1457,Weighted average loss rate from recoverable and non-recoverable losses from \Spiff\ex_hobbes\CVPIAPEIS\Disk2\CVGSM\NAA\INPUT\Cnjdvsp2.nda,0,,,1,None,0,,,3.40E+38,,,,,,,,,,,,,,,,,,11,NoLowerBound+NoUpperBound,6,Jay Lund,33,0,San Joaquin River riparian diversions between Mendota Pool and Merced to CVPM13
